term,pos,notes,is_case_sensitive,translation_ar,notes_ar,translation_ast,notes_ast,translation_bg,notes_bg,translation_br,notes_br,translation_ca,notes_ca,translation_cs,notes_cs,translation_da,notes_da,translation_de,notes_de,translation_el,notes_el,translation_en_ca,notes_en_ca,translation_en_gb,notes_en_gb,translation_en_us,notes_en_us,translation_eo,notes_eo,translation_es,notes_es,translation_et,notes_et,translation_eu,notes_eu,translation_fa,notes_fa,translation_fi,notes_fi,translation_fr,notes_fr,translation_fy,notes_fy,translation_ga,notes_ga,translation_gd,notes_gd,translation_gl,notes_gl,translation_he,notes_he,translation_hi,notes_hi,translation_hr,notes_hr,translation_hu,notes_hu,translation_ia,notes_ia,translation_id,notes_id,translation_ig,notes_ig,translation_it,notes_it,translation_ja,notes_ja,translation_jv,notes_jv,translation_ka,notes_ka,translation_ko,notes_ko,translation_krl,notes_krl,translation_la,notes_la,translation_lt,notes_lt,translation_mr,notes_mr,translation_ms,notes_ms,translation_nb,notes_nb,translation_nds,notes_nds,translation_nl,notes_nl,translation_nn,notes_nn,translation_oc,notes_oc,translation_pl,notes_pl,translation_pt,notes_pt,translation_pt_br,notes_pt_br,translation_ro,notes_ro,translation_ru,notes_ru,translation_rw,notes_rw,translation_si,notes_si,translation_sk,notes_sk,translation_sl,notes_sl,translation_sr,notes_sr,translation_sr_rs,notes_sr_rs,translation_sv,notes_sv,translation_tr,notes_tr,translation_uk,notes_uk,translation_vi,notes_vi,translation_zh_cn,notes_zh_cn,translation_zh_tw,notes_zh_tw
Soldier,noun,"Worker - Amazons, Atlanteans, Barbarians, Empire, Frisians",false,,,,,Войник,,Soudard,,Soldat,,voják,"bojovnice | vojáka | bojovnici | for Amazons ""bojovnice""",Soldat,,Soldat,Krieger | Kriegerin,Στρατιώτης,,,,,,,,,,Soldado,amazons: guerrera,,,,,,,Sotilas,,Soldat,,,,,,saighdear,shaighdear | saighdeir | shaighdeir | saighdearan | shaighdearan | bana-ghaisgeach | gaisgeach,,,,,,,,,Katona,,,,,,,,Soldato,Combattente | (suggested for Amazons)OI,兵士,,,,,,군인,,,,"miles, itis",,Kareivis,,,,,,Soldat,,Soldat,"Amz: Soldatske
Fri,Bar,Emp,Atl: Soldat",Soldaat,,,,,,Żołnierz,,"guerreiro (B), soldado (A, E)",,"Guerreiro (B), Soldado (A, E)",,,,Солдат,,,,,,vojak,,,,,,,,Soldat,,,,,,,,士兵,,,
Spear,noun,Ware - Weapon - Empire. Replaces Lance.,false,,,,,Копие,,Goaf,,Llança,,kopí,"oštěp | ""oštěp"" by Amazons and basic weapons; otherwise ""kopí""",Spyd,,Speer,,Ακόντιο,,,,,,,,,,Lanza,,,,,,,,,,Lance,,,,,,sleagh,"boir. gin. slèigh, iol. -an",,,,,,,,,Lándzsa,,,,,,,,Lancia,,鉄槍,,,,,,창,,,,,,,,,,,,,,Pieke,Pieke | Speer,Speer,,,,,,Włócznia,,lança,,,,,,Копье,,,,,,kopija,,,,,,,,Spjut,,,,Спис,,,,长矛,,,
Spider Breeder,noun,Worker - Atlanteans,false,,,,,Паяковъд,,,,Criador d’Aranyes,,chovatel pavouků,,Silkeavler,,Spinnenzüchter,,Αραχνοτρόφος,,,,,,,,,,Criador de Arañas,,,,,,,,,,Éleveur d'araignées,,,,,,rainsear dhamhan,"rainsear fir. gin. -eir, iol. -an",,,,,,,,,Póktenyésztő,,,,,,,,Allevatore di ragni,,蜘蛛園主,,,,,,,,,,,,,,,,,,Edderkoppoppdretter,,Spinnentüchter,,Spinnenkweker,,,,,,Hodowca pająków,,criador de aranhas,,Fazendeiro de aranhas,,,,Пауковод,,,,,,chovateľ pavúkov,,,,,,,,Spindelodlare,,,,,,,,蜘蛛饲养者,,,
Spider Farm,noun,Production Building - Atlanteans,false,,,,,Ферма за паяци,,,,Granja d’aranyes,,pavoučí farma,,Silkelandbrug,,Spinnenzucht,,Αραχνοτροφείο,,,,,,,,,,Granja de Arañas,,,,,,,,,Hämähäkkitarha,Ferme aracnéïcole,,,,,,rainse dhamhan,rainsean dhamhan|,,,,,,,,,Póktenyészet,,,,,,,,Allevamento di ragni,,蜘蛛園,,,,,,거미 농장,,,,,,,,,,,,Edderkoppgård,,Spinnentüchteree,,Spinnenboerderij,,,,,,Ferma pająków,,criação de aranhas,,Fazenda de aranhas,,,,Паучья Ферма,,,,,,pavúčia farma,,,,,,,,Spindelodling,,,,,,,,蜘蛛农场,,,
Spider Silk,noun,Ware - Atlanteans. Replaces Spideryarn.,false,,,,,Паяжинна коприна,,,,Seda d’Aranya,,Pavoučí hedvábí,,Edderkoppesilke,,Spinnenseide,,Μετάξι Αράχνης,,,,,,,,,,Seda de Araña,,,,,,,,,,Soie d'araignée,,,,,,snàth-sìoda,"fir. gin. snàith, iol. snàithean",,,,,,,,,Pókselyem,,,,,,,,Seta di ragno,,蜘蛛糸,,,,,,,,,,,,,,,,,,,,Spinnensied,,Spinnengaren,,,,,,Pajęczy jedwab,,seda de aranha,,,,,,Паучий шёлк,,,,,,pavúčí hodváb,,,,,,,,Spindeltråd,,,,,,,,蜘蛛丝,,,
Spidercloth,noun,Ware - Atlanteans,false,,,,,Паяжинен плат,,,,Tela de seda d’aranya,,pavoučí látka,,Silketøj,,Spinnenstoff,,Αραχνοΰφασμα,,,,,,,,,,Tela de Araña,,,,,,,,,,Étoffe de soie d'araignée,,,,,,sìoda,fir. iol. -chan,,,,,,,,,Pókszövet,,,,,,,,Stoffa di ragno,,蜘蛛布,,,,,,,,,,textum araneum,,,,,,,,,,Spinnenstoff,,Spinnendoek,,,,,,Pajęcza tkanina,,tecido de teia,,Tecido,,,,Шёлк,,,,,,pavúčia látka,,,,,,,,Spindeltyg,,,,,,,,蛛丝布,,蜘蛛絲衣服,
Standing Stone,noun,,false,,,,,Побит камък,,,,Monòlit,,menhir,,,,Hinkelstein,,Όρθιος Λίθος,,,,,,,,,,Monolito,,,,,,,,,,Pierre dressée,,,,,,tursa,tursachan |,,,,,,,,,Szikla,,,,,,,,Menhir,"""Menhir"" suggested, should be unified OI",,,,,,,선 돌,,,,,,,,,,,,,,Kaventsmann,,Staande Steen,,,,,,,,menir,,,,,,Стоячий камень,,,,,,,,,,,,,,Rest sten,,,,,,,,竖立的石柱,,,
Starting Condition,,,false,,,,,,,,,,,počáteční nastavení,,,,,,,,,,,,,,,,,,,,,,,,,,Condition de Départ,,,,,,,,,,,,,,,,Kezdőállapot,,,,,,,,Condizioni Iniziali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Startförhållande,,,,,,,,初始条件,,,
Starting Condition,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition de Départ,,,,,,,,,,,,,,,,,,,,,,,,Condizioni Iniziali,,,,,,,,시작 조건,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Startförhållande,,,,,,,,,,,
Statistics,noun,GUI,false,,,,,Статистики,,Stadegoù,,Estadístiques,,Statistika,,Statistik,,Statistiken,,Στατιστικά,,,,,,,,,,Estadísticas,,,,,,,,,,Statistiques,,,,,,stadastaireachd,boir. neo-ath.,,,,,,,,,Statisztika,"az épületek fölött megjelenőt Állapotsorra változtattam, hogy egyértelműek legyenek a hivatkozások",,,,,,,Statistiche,,統計,,,,,,,,,,census,"pl., gen. censuum",,,,,,,,,Tahlen över,"XXX Statistics = Tahlen över XXX;
Statistics = Tahlen över alls",Statistieken,,,,,,Statystyki,,estatísticas,,Estatísticas,,,,Статистика,,,,,,Štatistiky,,,,,,,,Statistik,,,,,,,,统计数据,,,
Status,noun,,false,,,,,,,,,,,stav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Állapot,status label → állapotsor,,,,,,,Stato,,,,,,,,,,,,,,,,,,,,,,Tostand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Shield,noun,Ware - Armor - Atlanteans,false,,,,,Стоманен щит,,,,Escut d’Acer,,ocelový štít,,Stålskjold,,Stahlschild,,Ατσάλινη Ασπίδα,,,,,,,,,,Escudo de Acero,,,,,,,,,,Bouclier en acier,,,,,,sgiath stàilinn,"sgiath boir. gin. sgèithe, iol. -an",,,,,,,,,Acélpajzs,,,,,,,,Scudo d'acciao,,スティールシールド,,,,,,,,,,scutum chalybis,,,,,,,,Stålskjold,,Stahlschild,,Stalen Schild,,,,,,Stalowa tarcza,,escudo de aço,,Escudo de Ferro,,,,Стальной Щит,,,,,,oceľový štít,,,,,,,,Stålsköld,,,,,,,,钢盾,,,
Steel Trident,noun,Ware - Weapon - Atlanteans,false,,,,,Стоманен тризъбец,,,,Trident d’Acer,,ocelový trojzubec,,,,Stahl-Dreizack,,Ατσάλινη Τρίαινα,,,,,,,,,,Tridente de Acero,,,,,,,,,,Trident d'acier,,,,,,muirgheadh stàilinn,"muirgheadh boir. gin. -gheidh, iol. -an",,,,,,,,,Acélszigony,,,,,,,,Tridente d'acciaio,,スティールトライデント,,,,,,,,,,tridens chalybis,,,,,,,,Ståltrefork,,Stahl-Dreespitz,,Stalen Drietand,,,,,,Stalowy Trójząb,,tridente de aço,,Tridente de ferro,,,,Стальной Трезубец,,,,,,oceľový trojzubec,,,,,,,,Ståltreudd,,,,,,,,钢三叉戟,,,
Stink Shepherd's Tree,noun,,false,,,,,,,,,,,smradlavý pastýřský strom,boscia foetida,,,,,,,,,,,,,,,,,,,,,,,,,Arbre de berger puant,,,,,,,,,,,,,,,,Bűzösbokor,,,,,,,,Fetido albero del pastore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stinkande herdeträd,,,,,,,,臭牧羊树,,,
Stock,noun,GUI,false,,,,,Запаси,,,,Estoc,,zásoby,,,,Lager,,Απόθεμα,,,,,,,,,,Existencias,,,,,,,,Varasto,,Stock,,,,,,stòras,stòrais | stòrasan,,,,,,,,,Készlet,,,,,,,,Scorte,,ストック,,,,,,재고품,,,,,,,,,,,,,,Bestand,,Voorraad,,,,,,Zasoby,,provisão,,Estoque,,,,Запасы,,,,,,Zásoby,,,,,,,,Lager,,,,,,,,库存,,,
Stock menu,noun,,false,,,,,,,,,Finestra d’estoc,,,"""skladové zásoby"", ""inventář zásob"" ? not found anywhere",,,,,Μενού αποθέματος,,,,,,,,,,,,,,,,,,Varastovalikko,,Menu stock,,,,,,,,,,,,,,,,,,,,,,,,Menu scorte,,ストックメニュー,,,,,,재고품 차림표,,,,,,,,,,,,,,Bestandsverwaltung,,Voorraadmenu,,,,,,,,,,,,,,Запасы,,,,,,,,,,,,,,Lagermeny,,,,,,,,库存菜单,,,
Stone,noun,OBSOLETE. Use Granite. Ware - Atlanteans,false,,,,,Къмък,,,,Pedra,,kámen,,Sten,,Stein,,Πέτρα,,,,,,,,,,,,,,,,,,,,Pierre,,,,,,,"boir. gin. cloiche, iol. -an",,,,,,,,,Kő,,,,,,,,Pietra,,石材,,,,,,돌감,,,,saxum,pl. saxa,,,,,,,Stein,,Steen,,Steen,,,,,,Kamień,,pedra,,Pedra,,,,Камень,,,,,,kameň,,,,,,,,Sten,,,,,,,,石头,,石頭,
Stone Bowl,noun,Ware - Amazons,false,,,,,,,,,Bol de pedra,,kamenná mísa,,,,Steinschüssel,,,,,,,,,,,,Cuenco de Piedra,,,,,,,,,,Bol en pierre,,,,,,bobhla cloiche,,,,,,,,,,Kőtál,,,,,,,,,Vaso di sassi LM,,,,,,,돌 그릇,,,,,,,,,,,,,,Steenschöttel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenskål,,,,,,,,石碗,,,
Stone Carver,noun,Worker - Amazons,false,,,,,,,,,Tallista,,brusička kamene,,,,Steinschnitzerin,,,,,,,,,,,,Tallista,,,,,,,,,,Tailleur de pierre,,,,,,snaidheadair,,,,,,,,,,Kőfaragó,,,,,,,,Intagliatore,,,,,,,,돌 조각가,,,,,,,,,,,,,,Flintbeitelske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenskulptör,,,,,,,,石雕工,,,
Stone Mine,noun,Production Building - Amazons,false,,,,,,,,,Mina de pedra,,důl na kámen,,,,Steinmine,,,,,,,,,,,,Mina de Piedra,,,,,,,,,,Mine de pierre,,,,,,mèinn cloiche,,,,,,,,,,Kőbánya,,,,,,,,Miniera di pietre,,,,,,,,돌감 광산,,,,,,,,,,,,,,Steen-Bargwark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stengruva,,,,,,,,石头矿,,,
Stone Workshop,noun,Production Building - Amazons,false,,,,,,,,,Taller de pedra,,kamenická dílna,,,,Steinwerkstatt,,,,,,,,,,,,Taller de Piedra,,,,,,,,,,Atelier de pierre,,,,,,ceàrdach cloiche,,,,,,,,,,Kőfaragó műhely,,,,,,,,Bottega dell'intagliatore,,,,,,,,돌 제작소,,,,,,,,,,,,,,Steenwarkeree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenverkstad,,,,,,,,石材车间,,,
Stone-tipped Spear,noun,Ware - Weapon - Amazons,false,,,,,,,,,Llança amb punta de pedra,,oštěp s kamenným hrotem,,,,Steinspitzenspeer,,,,,,,,,,,,Lanza con Punta de Piedra,,,,,,,,,,Lance à pointe de pierre,,,,,,sleagh le ceann-cloiche,,,,,,,,,,Kőhegyű lándzsa,,,,,,,,Lancia con punta di pietra,,,,,,,,돌날 창,,,,,,,,,,,,,,Flintspitz-Pieke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenspetsat träspjut,,,,,,,,尖石矛,,,
Stonecutter,noun,"Worker - Amazons, Atlanteans",false,,,,,Каменоделец,,,,Pedrer,(stonecutter-stonemason),kameník,"kamenice | ""kamenice"" by Amazons",Stenhugger,,Steinmetz,Steinhauerin |,Λιθοκόπος,,,,,,,,,,Cantero,amazons - picapedrera,,,,,,,,,Tailleur de pierre,,,,,,tochailtear,"-eir, sm",,,,,,,,,Kőfejtő,,,,,,,,Tagliapietre,,石切り,(元: 石工),,,,,돌장이,,,,,,,,,,,,Steinkutter,,Flinthauer,,Steenhouwer,,,,,,Kamieniarz,,Canteiro,,Lapidador,,,,Камнетёс,"Поменял ""каменотёс"" на ""камнетёс"".",,,,,kamenár,,,,,,,,Stenhuggare / Stenbrytare,"Atlantean: Stenhuggare
Amazons: Stenbrytare",,,,,,,采石匠,,,
Stonecutter’s Hut,noun,Production Building - Amazons,false,,,,,,,,,Cabana del pedrer,,chata kamenice,,,,Steinhauerinnenhütte,,,,,,,,,,,,Cabaña de Picapedrera,,,,,,,,,,Hutte du tailleur de pierre,,,,,,bothan tochailteir,,,,,,,,,,Kőfejtő kunyhó,,,,,,,,Capanna del tagliapietre,,,,,,,,돌장이의 오두막,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stenbrytarkoja,,,,,,,,采石匠小屋,,,
Stonemason,noun,"Worker - Barbarians, Empire, Frisians",false,,,,,Каменоделец,,,,Picapedrer,(stonecutter-stonemason),kameník,,Stenhugger,,Steinmetz,,Λιθοξόος,,,,,,,,,,Mampostero,,,,,,,,,,Tailleur de pierre,,,,,,clachair,chlachair | clachairean | chlachairean,,,,,,,,,Kőfaragó,,,,,,,,Scalpellino,,石工,,,,,,돌꾼,,,,,,,,,,,,Steinhugger,,Flintslager,,Steenhouwer,,,,,,Kamieniarz,,pedreiro,,Pedreiro,,,,Камнетес,"Заменил каменщик на камнетес, т.к. каменщик это строитель, укладывающий кирпич, а камнетес - древняя профессия - люди высекающие камни из скал.
Считаю что, это как раз то что подразумевается в игре.",,,,,kamenár,,,,,,,,Stenhuggare,,,,,,,,石匠,,,
Stonemason’s House,noun,Production Building - Empire,false,,,,,Каменоделска къща,,,,Taller de la pedra,"(hi treballen pedrers, que necessiten pics i poden treballar també a les pedreres)",domek kameníka,,Stenhuggeri,,Steinmetz,,Σπίτι Λιθοξόου,,,,,,,,,,Mampostería,Edificio de producción - Imperio,,,,,,,,,Marbrerie,,,,,,taigh clachair,taigh fir. gin. -e; iol. -ean,,,,,,,,,Kőfaragóház,,,,,,,,Casa dello scalpellino,,石工小屋,,,,,,돌꾼의 집,,,,,,,,,,,,Steinhuggers hus,,Steenbickerhuus,,Steenhouwershuis,,,,,,Pracownia kamieniarza,,casa do pedreiro,,Casa do Pedreiro,,,,Домик Камнетеса,"Заменил каменщика на камнетеса, т.к. каменщик это строитель, укладывающий кирпич, а камнетес - древняя профессия - люди высекающие камни из скал.
Считаю что, это как раз то что подразумевается в игре.",,,,,kamenársky dom,,,,,,,,Stenhuggeri,,,,,,,,石匠之屋,,,
Stones,noun,"This used to be Ware - Empire, is now a world resource.",false,,,,,Къмъни,,,,Roques,,kamení,,Sten,,Gestein,,Πέτρες,,,,,,,,,,Piedras,"Esto solía ser mercancía - Imperio, es ahora un recurso mundial",,,,,,,,,Pierres,,,,,,clachan,chlachan|,,,,,,,,,Kövek,,,,,,,,Pietre,,石,,,,,,돌감,,,,saxa,sg. saxum,,,,,,,Steiner,,Stenen,,Stenen,,,,,,Kamienie,,pedras,,Pedras,,,,Камни,,,,,,kamene,,,,,,,,Stenar,,,,,,,,石料,,石頭,
Storm Flood,,,false,,,,,,,,,,,Bouřlivý příliv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szökőár,,,,,,,,Onda di tempesta,"""Onda di tempesta"" suggested OI
Wikipedia. Analogo a ""Tsunami"" LM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stormflod,,,,,,,,,,,
Story Message Window,noun,Used only in Tutorial 01.,false,,,,,,,,,Finestra de l’Historial de Missatges,,příběhové okno,,,,,,Παράθυρο Μηνυμάτων Διήγησης,,,,,,,,,,Ventana de mensajes de trama,,,,,,,,,,Fenêtre des messages de l'histoire,,,,,,,,,,,,,,,,Történet üzenetablak,,,,,,,,Finestra dei messaggi del racconto,Messaggi del tutorial?,,,,,,,이야기 메시지 창,,,,,,,,,,,,,,Vertellselfenster,,Verhaallijnvenster,,,,,,,,,,,,,,Окно сообщений,,,,,,,,,,,,,,Historieberättelsefönster,,,,,,,,故事消息窗口,,,
Strawberry Bush,noun,Immovable - Frisians,false,,,,,,,,,Arbust maduixer,,jahodník,,Jordbærplanter,,Erdbeerfeld,,Φραουλιά,,,,,,,,,,,,,,,,,,,,Buisson de fraises,,,,,,preas shùbhan-làir,,,,,,,,,,Földieper bokor,,,,,,,,Cespuglio di fragole,,イチゴ畑,,,,,,,,,,,,,,,,,,,,Eerdjebeei,Pl.: Eerdjebejen,Aardbeistruik,,,,,,Truskawka,,,,,,,,Клубника,Клубничный куст,,,,,,,,,,,,,Jordgubbsplanta,,,,,,,,草莓丛,,,
Strong Beer,noun,"Ware – Barbarians.
Replaces Strongbeer",false,,,,,,,,,Cervesa negra,,Silné pivo,,Stærk øl,,Starkbier,,Δυνατή Μπύρα,,,,,,,,,,Cerveza Fuerte,"Mercancía - Bárbaro. Reemplaza 
""Strongbeer""",,,,,,,,,Bière Forte,,,,,,leann làidir,leanna làidir|,,,,,,,,,Erős sör,,,,,,,,Birra forte,,強ビール,,,,,,독한 맥주,,,,,,,,,,,,,,Deftigs Beer,,Sterk Bier,,,,,,,,cerveja forte,,,,,,Крепкое пиво,,,,,,,,,,,,,,Starköl,,,,,,,,高浓度啤酒,,,
Stronghold,noun,OBSOLETE. Building got removed.,false,,,,,Твърдина,,,,-OBSOLET-,,Pevnost,,Fæstning,,,,Οχυρό,,,,,,,,,,,,,,,,,,Tukikohta,,Place forte,,,,,,daingean,"boir. gin. -ein, iol. -ngnean",,,,,,,,,Erőd,,,,,,,,Roccaforte,,,,,,,,,,,,,,,,,,,,,,,,Burcht,,,,,,Warownia,,forte,,Forte,,,,Укрепление,"(Note: здание убрано из игры. если найдёте строки, относящиеся к нему, не трогайте их)",,,,,bašta,,,,,,,,Högborg,,,,,,,,要塞,,,
Struggling Outpost,noun,Start type,false,,,,,,,,,,,Provinční osada,,,,,,,,,,,,,,,,,,,,,,,,,,Avant-poste en difficulté,,,,,,,,,,,,,,,,Küszködő előörs,,,,,,,,Avamposto in difficoltà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kämpande utpost,,,,,,,,战争中的前哨,,,
Studded Fur Garment,noun,Ware - Armor - Frisians,false,,,,,,,,,Vestit de pell tatxonat,,okovaný kožich,,Udsmykket pelsbeklædning,,Beschlagenes Fellgewand,,Ενισχυμένο Γούνινο,,,,,,,,,,,,,,,,,,,Niitattu Turkisvaate,Vêtement de fourrure clouté,,,,,,còta-bèin reulagach,,,,,,,,,,Szegecses kacagány,,,,,,,,Indumento in pelliccia borchiato,Pelliccia borchiata?,鋲打ち革鎧,,,,,,,,,,,,,,,,,,,,Beslaane Fellkluft,,Versierd Bont,,,,,,Ćwiekowane futrzane ubranie,,,,Veste de Pele Ornamentada,,,,Шипованная меховая одежда,,,,,,,,,,,,,,Besatt skinnklädsel,,,,,,,,钉饰皮铠,,,
Sturdy Boots,noun,Ware - Armor - Amazons,false,,,,,,,,,Botes robustes,,pevné boty,,,,Robuste Stiefel,,,,,,,,,,,,Botas resistentes,,,,,,,,,,Bottes robustes,,,,,,brògan tapaidh,,,,,,,,,,Erős csizma,,,,,,,,Scarponi robusti,,,,,,,,튼튼한 장화,,,,,,,,,,,,,,Gode Stevels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kraftiga kängor,,,,,,,,坚固的靴子,,,
Swift Boots,noun,Ware - Armor - Amazons,false,,,,,,,,,Botes lleugeres,,mrštné boty,,,,Flinke Stiefel,,,,,,,,,,,,Botas prestas,,,,,,,,,,Bottes rapides,,,,,,brògan sgiobalta,,,,,,,,,,Gyors csizma,,,,,,,,Scarponi da corsa,,,,,,,,날쌘 장화,,,,,,,,,,,,,,Gaue Stevels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snabba stövlar,,,,,,,,健步鞋,,,
Tabard,noun,Ware - Armor - Atlanteans,false,,,,,Наметало,,,,Tabard,,tabard,,Våbenkjortel,,Wappenrock,,Χιτώνας,,,,,,,,,,Tabardo,,,,,,,,,,Tabard,,,,,,lèine,lèintean |,,,,,,,,,Köntös,,,,,,,,Tabarro,,タバード,,,,,,,,,,tunica,,,,,,,,,,Kluft,,Tabberd,,,,,,Tabard,,túnica,,Tabardo,,,,Накидка,,,,,,kabátec,,,,,,,,Vapenrock,,,,,,,,无袖短外套,,,
Tailor’s Shop,noun,Production Building - Frisians,false,,,,,,,Stal ar c'hemener,,Taller del sastre,,krejčovství,,Skrædderbutik,,Schneiderei,,Ραφείο,,,,,,,,,,sastrería,,,,,,,,,Räätälin Puoti,Atelier de tailleur,,,,,,taigh tàillearachd,,,,,,,,,,Szabóműhely,,,,,,,,Sartoria,,仕立工房,,,,,,,,,,,,,,,,,,,,Sniederee,,Kleermakerij,,,,,,Zakład krawiecki,,,,,,,,Ателье,,,,,,,,,,,,,,Skrädderi,,,,,,,,裁缝店,,,
Tapir,noun,Ware - Amazons,false,,,,,,,,,Tapir,,tapír,,Tapir,,Tapir,,,,,,,,,,,,Tapir,,,,,,,,,,,,,,,,taipir,,,,,,,,,,Tapír,,,,,,,,Tapiro,,,,,,,,맥,,,,,,,,,,,,,,Tapir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapir,,,,,,,,貘貘,,,
Tapir Breeder,noun,Worker - Amazons,false,,,,,,,,,Criador de tapirs,,chovatelka tapírů,,Tapiravler,,Tapirzüchterin,,,,,,,,,,,,Criadora de Tapires,,,,,,,,,,Eleveur de tapirs,,,,,,rainsear thaipirean,,,,,,,,,,Tapírtenyésztő,,,,,,,,Allevatore di tapiri,,,,,,,,맥 사육사,,,,,,,,,,,,,,Tapirtüchterske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapiruppfödare,,,,,,,,貘貘饲养员,,,
Tapir Farm,noun,Production Building - Amazons,false,,,,,,,,,Granja de tapirs,,tapíří farma,,Tapirgård,,Tapirzucht,,,,,,,,,,,,Granja de Tapires,,,,,,,,,,Elevage de tapirs,,,,,,rainse thaipirean,,,,,,,,,,Tapírtelep,,,,,,,,Allevamento di tapiri,,,,,,,,맥 농장,,,,,,,,,,,,,,Tapirtüchteree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tapiruppfödning,,,,,,,,貘貘饲养场,,,
Tavern,noun,"Production Building - Barbarians, Empire, Frisians",false,,,,,,,Tavarn,,Taverna,,hospoda,,Værtshus (Traktørsted),,Taverne,,Ταβέρνα,,,,,,,,,,Taberna,Cantina |,,,,,,,Krouvi,,Taverne,,,,,,taigh-tàirn,thaigh-tàirn | taighean-tàirn | thaighean-tàirn,,,,,,,,,Kocsma,,,,,,,,Taverna,,酒場,,,,,,선술집,,,,,,,,,,,,,,Kneipe,,Taverne,"formerly: ""Taveerne""",,,,,Tawerna,,taberna,,,,,,Таверна,,,,,,,,,,,,,,Krog / Värdshus,"Barbareans, Empire: Krog
Frisians: Värdshus",,,,,,,小酒馆,,,
Teaching,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enseigne,,,,,,,,,,,,,,,,,,,,,,,,Insegnando,,,,,,,,학습,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrain,noun,Game entity,false,,,,,Терен,,,,Terreny,,terén,typ terénu |,Terræn,,Gelände,,Έδαφος,,,,,,,,,,Terreno,Entidad del juego,,,,,,,,,Terrain,,,,,,cruth-tìre,cruthan-tìre |,,,,,,,,,Terep,,,,,,,,Terreno,,地形,,,,,,,,,,,,Reljefas,,,,,,,,Landskupp,,Terrein,,,,,,,,terreno,,,,,,Местность,Имеется ввиду участок рельефа поверхности карты,,,,,terén,,,,,,,,Terräng,,,,,,,,地形,,,
Territorial Lord,noun,Game type,false,,,,,Владетел на територии,,,,Lord Territorial,,Vládce území,,,,Landherr,,Περιφερειάρχης,,,,,,,,,,Señor Territorial,,,,,,,,,,Seigneur territorial,,,,,,tighearna dùthcha,tighearna fir. iol. -n,,,,,,,,,Területi úr,,,,,,,,Signore del territorio,,領主,,,,,,,,,,rex territorii,,,,,,,,,,Gewestensammler,,Landheer,,,,,,Władca Terytorium,,senhor territorial,,Senhor Territorial,,,,Владыка земель,,,,,,Vládca území,,,,,,,,Landets härskare,,,,,,,,领土之主,,,
Territorial Time,noun,Game type,false,,,,,Владетел на територии за време,,,,Temps i territori,,Vládce území v čase,"originally ""Místní čas"" - confusing",,,Landherr (Zeit),,Χρόνος Περιφέρειας,,,,,,,,,,,,,,,,,,,,Temps territorial,,,,,,dùthaich ri àm,,,,,,,,,,Területi idő,,,,,,,,Tempo territoriale,,領有時間,,,,,,,,,,,,,,,,,,,,Gewestenloper,,Landheer (Tijd),,,,,,Terytorium na Czas,,,,,,,,Местное время,,,,,,,,,,,,,,Territorietid,,,,,,,,领土时光,,,
